C5,C4,C3,C2,C1,C0,A0
0.2985357753040424,0.5704041840720206,0.12732865810593524,0.577823502460053,0.08901776460804217,0.7474122559523328,0.9784824677688406
0.3509375972004381,0.41982675519690765,0.9999850739800126,0.9999998803081128,0.9999850840543875,,
0.16777681760915109,0.9927779859552244,0.9988571431291111,0.9999999751598494,,,
0.8482772488924682,0.7720131453889559,0.8927431306218315,0.9713411368274366,,,
0.7138360414334733,0.07396451811933667,0.9789404695698274,,,,
0.8749137763768647,0.6277988304542809,0.9958775138018945,,,,
0.42581043369479327,0.1982315023799261,0.9938296475721977,,,,
0.7282633292477201,0.588648826480234,0.9867893312556363,,,,
0.9298206558249585,0.5666823941477898,,,,,
0.36181505361263655,0.32744288706555685,,,,,
0.9088338022629487,0.0,,,,,
0.9957071772037146,0.9925236119026039,,,,,
0.76096674338784,0.9768842452964756,,,,,
0.04541237514513829,0.7302533537411888,,,,,
0.517550249818859,0.8626641846164955,,,,,
0.283741423360163,0.2209979883375116,,,,,
0.9850365545101519,,,,,,
0.5421015679041579,,,,,,
0.0,,,,,,
0.917481776107435,,,,,,
0.0,,,,,,
0.9266269659929188,,,,,,
0.5004463201292352,,,,,,
0.992158227409986,,,,,,
0.9395814168171936,,,,,,
0.7046549825169496,,,,,,
0.8123065747592847,,,,,,
0.8034516443066798,,,,,,
0.7235083622227625,,,,,,
0.9977055202543264,,,,,,
0.5306123748114622,,,,,,
0.7282420773755631,,,,,,
