C5,C4,C3,C2,C1,C0,A0
-0.27393227678860393,-0.8761840243093261,0.2425723969494874,-0.8515510221591387,0.07115633446169421,1.1331450791202935,2.3961125811932615
0.3917494706724839,-0.5206126049179827,3.8601157367855374,4.040517726957876,4.127538744858826,,
-0.2515442781869676,2.8410400368891797,-3.30296986877676,4.305423384963894,,,
-1.511648394510494,-1.1990290072666763,1.6775754948432493,2.2259131407238932,,,
1.1715527525653775,-0.19440343562454387,2.3471691140962108,,,,
1.5407403180010624,0.8953812254804366,-2.971516103036827,,,,
0.5767327576494642,0.29107146039896015,2.742716144076252,,,,
1.1490630091836684,-0.9988651922023412,2.486150523024252,,,,
1.8252719557654964,-0.7867412808833283,,,,,
-0.5447482621980652,0.0758145167535459,,,,,
1.5691485328709749,-0.09394438783987462,,,,,
2.9176617656189805,-2.554523232611512,,,,,
1.065617319625833,2.268643730637645,,,,,
-0.2802226808483551,0.9554767318378622,,,,,
-0.6996861410916649,-1.654677172281042,,,,,
0.21601421565231022,0.22047659295449837,,,,,
-2.4215768460410345,,,,,,
0.7317737613080222,,,,,,
-0.20507098322417955,,,,,,
1.798170454988186,,,,,,
-0.12588452392416988,,,,,,
-1.7855015509174272,,,,,,
-0.6142502080439267,,,,,,
-2.620633082580752,,,,,,
-1.8174166948923676,,,,,,
1.002780733557927,,,,,,
1.0943154154327304,,,,,,
1.1892872097433151,,,,,,
-1.0224950238078603,,,,,,
-3.0659218842673726,,,,,,
-0.6004245457956355,,,,,,
0.9966865779488097,,,,,,
