C5,C4,C3,C2,C1,C0,A0
0.69539,0.3895133333333333,0.22839,0.38537333333333335,0.59417,0.92002,0.9978333333333333
0.45704333333333336,0.7370733333333334,0.9998866666666667,0.99985,0.9999633333333333,,
0.014453333333333334,0.9999,0.9999666666666667,0.9907533333333334,,,
0.13460666666666668,0.5154066666666667,0.0,0.9999833333333333,,,
0.9999333333333333,0.9082933333333333,0.9994366666666666,,,,
0.20342,0.9770666666666666,0.98929,,,,
0.7441466666666666,0.3648666666666667,0.9999866666666667,,,,
0.73213,0.03814,0.6028933333333333,,,,
0.8505833333333334,0.9974533333333333,,,,,
0.8832766666666667,0.96513,,,,,
0.9983333333333333,0.69262,,,,,
0.8031766666666666,0.7844533333333333,,,,,
0.5018533333333334,0.7175066666666666,,,,,
0.5309433333333333,0.24938666666666667,,,,,
0.85647,0.5503266666666666,,,,,
0.8859533333333334,0.0,,,,,
0.9246766666666667,,,,,,
0.8555133333333333,,,,,,
0.38982333333333336,,,,,,
0.6333466666666666,,,,,,
0.19763666666666665,,,,,,
0.9598666666666666,,,,,,
0.7796266666666667,,,,,,
0.98537,,,,,,
0.8973366666666667,,,,,,
0.0,,,,,,
0.3390433333333333,,,,,,
0.8406466666666667,,,,,,
0.20856666666666668,,,,,,
0.94351,,,,,,
0.91709,,,,,,
0.8914366666666667,,,,,,
