C5,C4,C3,C2,C1,C0,A0
0.0013448527162592647,0.001423382835848033,0.0014608693698222963,0.0013060578297155966,0.0010001274049239452,0.00038157335283334285,9.01040608762869e-06
0.002703968675084264,0.002040369673231717,6.179263344481125e-08,2.074620041650272e-05,2.2234392602370508e-07,,
0.004568111663308728,4.2057308353100006e-07,8.174516434300177e-07,0.0011216474872558005,,,
0.006137902508998503,0.00804927126836922,0.02246337836371077,2.5617144823494407e-06,,,
2.95505394578991e-06,0.004191951202081295,9.900302265463584e-05,,,,
0.0100626496880855,0.0017735854252775261,0.002525451899122363,,,,
0.007124626375261275,0.02516042349179989,4.4643093695323776e-07,,,,
0.008552458409651308,0.03413812217128363,0.07307506890660458,,,,
0.007619492937963044,0.0005078185588867589,,,,,
0.00759050686575703,0.004583957185147025,,,,,
0.0002025407732425536,0.04187992584999751,,,,,
0.015519272460814299,0.03618797046740901,,,,,
0.027801352742906037,0.05533288376478653,,,,,
0.0314195519982742,0.11727089349758396,,,,,
0.015771404631685353,0.08944372602142613,,,,,
0.01573667775069472,0.22099808743741506,,,,,
0.01146171500881441,,,,,,
0.023121816068471246,,,,,,
0.06702323693606421,,,,,,
0.06013496885321894,,,,,,
0.09595487574156146,,,,,,
0.012271049180165654,,,,,,
0.040814232241412694,,,,,,
0.003841922706147386,,,,,,
0.02741306312139439,,,,,,
0.17958505000571803,,,,,,
0.16571993697653975,,,,,,
0.04965170353612947,,,,,,
0.18588732664981997,,,,,,
0.02143668174401155,,,,,,
0.03227058816461779,,,,,,
0.036285546657790636,,,,,,
